"conditions.gener.","conditions.ens.","conditions.rech.","conditions.admin.","conditions.relmem.","conditions.relaut.","conditions.carri.","conditions.remun.","conditions.equil.","evolution.gener.","evolution.ens.","evolution.rech.","evolution.admin.","evolution.relmem.","evolution.relaut.","evolution.carri.","evolution.remun.","evolution.equil.","optimisme.gener.","optimisme.ens.","optimisme.rech.","optimisme.admin.","optimisme.relmem.","optimisme.relaut.","optimisme.carri.","optimisme.remun.","optimisme.equil.","confiance.Etat.","confiance.MESRI.","confiance.ParitairesNat.","confiance.CNU.","confiance.CoNRS.","confiance.ANR.","confiance.HCERES.","confiance.ONR.","confiance.FU.","confiance.UDICE.","confiance.AUREF.","confiance.Territoire.","confiance.Presidences.","confiance.Conseils.","confiance.ParitairesLocales.","confiance.Dircomp.","PCinquietude.clim.","PCinquietude.eco.","PCinquietude.diplo.","PCinquietude.pol.","PCimpact.clim.","PCimpact.eco.","PCimpact.diplo.","PCimpact.pol.","PCeffort.clim.","PCeffort.eco.","PCeffort.diplo.","PCeffort.pol.","socle.satisfaction.","socle.bonheur.","socle.sens.","socle.valo.","socle.capretraite.","socle.souretraite.","socle.confiance.","sexe","age","anciennete","metier","discipline","categorie","statut","responsabilites"
"4","4","5","3","3","2","4","3","6","4","4","4","2","3","3","4","5 - Stable","5 - Stable","1","1","1","1","1","1","1","1","5 - Neutre","0 - Pas du tout","0 - Pas du tout","3","3","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","1","2","Ne connais pas","Ne connais pas","2","0 - Pas du tout","0 - Pas du tout","8","2","10 - Tout à fait","9","9","10 - Tout à fait","7","8","8","8","2","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","7","5 - Neutre","7","5 - Neutre","6","7","5 - Neutre","Féminin","De 35 à 44 ans","De 10 à 19 ans","Personnel de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Membre élu d'un conseil central d'établissement (CA, CR, CFVU...)"
"5",NA,"5","5","5","3","1","9","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,"5","5","4","3","1","9","2","5 - Stable",NA,"5 - Stable","5 - Stable","5 - Stable","5 - Stable","2","10 - Rapide amélioration","5 - Stable","3",NA,"3","3","3","5 - Neutre","2","7","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","6","6","6","0 - Pas du tout","10 - Tout à fait","2","10 - Tout à fait",NA,NA,NA,NA,"6","7","9","7","10 - Totalement","10 - Totalement","5 - Neutre","Féminin","De 25 à 34 ans","De 5 à 9 ans","Personnel de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","Doctorant, post-doctorant, ATER, ATEN, vacataire ou assimilé","Sous contrat CDD",NA
"7","7","7","6","7","7","5","4","6","5 - Stable","5 - Stable","5 - Stable","5 - Stable","5 - Stable","5 - Stable","4","6","4","5 - Neutre","5 - Neutre","6","7","7","7","0 - Sans espoir","5 - Neutre","6","0 - Pas du tout","0 - Pas du tout",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","8","10 - Tout à fait","8","10 - Tout à fait","5","6","0 - Pas du tout","3","7","7","7","3","5 - Neutre","6","7","Féminin","De 35 à 44 ans","De 10 à 19 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","Doctorant, post-doctorant, ATER, ATEN, vacataire ou assimilé","Sous contrat CDD","Aucune de ces responsabilités"
"1","5","6","3","0 - Pas du tout satisfaisantes","7","0 - Pas du tout satisfaisantes","3","2","0 - Rapide dégradation","0 - Rapide dégradation","2","0 - Rapide dégradation","0 - Rapide dégradation","7","0 - Rapide dégradation","0 - Rapide dégradation","5 - Stable","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","5 - Neutre","2","2","5 - Neutre","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","6","Ne connais pas","Ne connais pas","5","Ne connais pas","Ne connais pas","Ne connais pas","Ne connais pas","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout",NA,"5","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","8","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","6","8","10 - Totalement","6","0 - Pas du tout","0 - Pas du tout","8","Féminin","De 55 à 64 ans","De 30 à 39 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Membre élu d'une instance nationale"
"7",NA,"7","3","7","6","7","8","1","4",NA,"3","6","4","5 - Stable","5 - Stable","5 - Stable","5 - Stable","3",NA,"2","3","5 - Neutre","5 - Neutre","0 - Sans espoir","2","4","3","4","Ne connais pas",NA,"2","6","0 - Pas du tout","8","Ne connais pas","0 - Pas du tout","Ne connais pas","5","8","7","4","9","9","7","8","10 - Tout à fait","10 - Tout à fait","9","8","2","8","1","0 - Pas du tout","0 - Pas du tout","10 - Totalement","9","7","2","10 - Totalement","9","4","Masculin","De 35 à 44 ans","De 10 à 19 ans","Personnel de recherche","STEM - Science, Technologie, Ingénierie et Mathématiques","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Aucune de ces responsabilités"
"6",NA,"7","6","6","5","4","3","3","4",NA,"4","3","4","3","5 - Stable","5 - Stable","4","0 - Sans espoir","0 - Sans espoir","4","0 - Sans espoir","3","3","0 - Sans espoir","1","4","2","2","6","8","5","2","0 - Pas du tout","4","Ne connais pas","2","Ne connais pas","2","5","3","7","6","7","7","7","7","6","7","4","4","5",NA,NA,NA,"5 - Neutre","7","3","3","4","5 - Neutre","5 - Neutre","Masculin","De 45 à 54 ans","De 20 à 29 ans","Personnel de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre élu d'une instance nationale"
"4","3","3","0 - Pas du tout satisfaisantes","5","4","0 - Pas du tout satisfaisantes","1","10 - Tout à fait satisfaisantes","1","1","1","1","1","1","0 - Rapide dégradation","1","3","1","1","1","1","1","1","1","1","1","0 - Pas du tout","0 - Pas du tout","1","5","5","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","3","3","6","2","10 - Tout à fait","10 - Tout à fait","6","9","10 - Tout à fait","10 - Tout à fait","0 - Pas du tout","10 - Tout à fait","2","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","7","9","9","0 - Pas du tout","10 - Totalement","10 - Totalement","8","Masculin","De 35 à 44 ans","De 20 à 29 ans","Personnel d'enseignement et de recherche","STEM - Science, Technologie, Ingénierie et Mathématiques","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Responsable pédagogique"
"5",NA,NA,"6","3","4","0 - Pas du tout satisfaisantes","3","3","4",NA,NA,"4","5 - Stable","5 - Stable","0 - Rapide dégradation","4","4","4",NA,NA,"4","5 - Neutre","5 - Neutre","2","2","3","0 - Pas du tout","0 - Pas du tout","7","2",NA,NA,"0 - Pas du tout",NA,"0 - Pas du tout","0 - Pas du tout",NA,"0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","6","3","7","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","2","7","3","7","3","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","4","6","6","8","2","2","5 - Neutre","Masculin","De 45 à 54 ans","De 10 à 19 ans","Personnel administratif","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","BIATSS catégorie B ou assimilé","Titulaire d'un poste de la fonction publique","Membre élu d'un conseil central d'établissement (CA, CR, CFVU...)"
"5","5","6","3","5","5","4","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,"5","7","6","7","8","6","7",NA,NA,"5 - Stable","6","6","7","7","6","6",NA,NA,"6","6","6","6","6","4","5","5","5",NA,NA,"5","5","6","5","5",NA,"5","4","5","5","7","3","3","3","3","0 - Pas du tout","0 - Pas du tout","4","4","2","2","2","2","7","7","5 - Neutre","5 - Neutre","4","4","6","Féminin","De 45 à 54 ans","De 10 à 19 ans","Personnel administratif","STEM - Science, Technologie, Ingénierie et Mathématiques","BIATSS catégorie A ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'une direction de composante ou laboratoire"
"5","5","3","3","6","6","7","7","3","4","4","4","4","5 - Stable","5 - Stable","5 - Stable","5 - Stable","5 - Stable","2","2","2","2","2","2","2","2","2","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","5","5","1","0 - Pas du tout","5","Ne connais pas","0 - Pas du tout","Ne connais pas","0 - Pas du tout","6","5","5","10 - Totalement","9","8","9","9","6","5","6","7","7","7","7","5","3","8","7","1","1","1","6","Féminin","De 55 à 64 ans","De 30 à 39 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'une autre instance centrale d'établissement"
"3","3","2","2","4","3","3","0 - Pas du tout satisfaisantes","3","4","3","3","3","3","3","2","0 - Rapide dégradation","0 - Rapide dégradation","5 - Neutre","5 - Neutre","5 - Neutre","5 - Neutre","5 - Neutre","5 - Neutre","5 - Neutre","5 - Neutre","5 - Neutre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,"7","6","6","5","7","4","5","5 - Stable",NA,"4","4","4","4","4","5 - Stable","6","2","2","2","2","5 - Neutre","5 - Neutre","4","5 - Neutre","7","2","2","Ne connais pas",NA,"Ne connais pas","1",NA,"4","Ne connais pas","Ne connais pas","Ne connais pas",NA,"1","4","Ne connais pas","4","10 - Tout à fait","8","8","10 - Tout à fait","10 - Tout à fait","8","2","7","8","4","4","4","8","8","8","6","8","8","7","Féminin","De 35 à 44 ans","De 10 à 19 ans","Personnel de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'un conseil de composante ou laboratoire"
"5","5","5","3","6","4","5","5","6","4","4","4","3","5 - Stable","5 - Stable","4","4","5 - Stable","2","2","2","2","5 - Neutre","5 - Neutre","2","2","5 - Neutre","0 - Pas du tout","0 - Pas du tout","2","8","2","2","2","2","2","2","2","2","4","6","6","4","10 - Tout à fait","10 - Tout à fait","7","10 - Tout à fait","7","8","5","9","0 - Pas du tout",NA,NA,"3","6","7","7","4","10 - Totalement","10 - Totalement","3","Masculin","De 35 à 44 ans","De 10 à 19 ans","Personnel de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Aucune de ces responsabilités"
"6","8","8","3","8","8","6","7","2","3","6","4","2","5 - Stable","5 - Stable","3","2","3","5 - Neutre","3","5 - Neutre","4","5 - Neutre","5 - Neutre","3","2","2","0 - Pas du tout","0 - Pas du tout","Ne connais pas","10 - Totalement","Ne connais pas","0 - Pas du tout","0 - Pas du tout","Ne connais pas","Ne connais pas","Ne connais pas","Ne connais pas","0 - Pas du tout","2","8","8","0 - Pas du tout","10 - Tout à fait","8","2","8","9","10 - Tout à fait","3","10 - Tout à fait","7","7",NA,"2","7","8","6","5 - Neutre","7","5 - Neutre","8","Féminin","De 35 à 44 ans","De 10 à 19 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Membre élu d'une instance nationale"
"1","1","2","2","2","2","1","2","1","1","0 - Rapide dégradation","1","1","2","1","1","5 - Stable","2","2","1","2","2","1","2","2","5 - Neutre","2","0 - Pas du tout","0 - Pas du tout","Ne connais pas","5","Ne connais pas","4","4","2","Ne connais pas","Ne connais pas","Ne connais pas","2","2","3","Ne connais pas","3","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","9","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","1","1","1","1","2","5 - Neutre","4","3","1","6","5 - Neutre","Féminin","De 25 à 34 ans","Moins de 5 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","Doctorant, post-doctorant, ATER, ATEN, vacataire ou assimilé","Sous contrat CDD",NA
"9",NA,"9",NA,"8",NA,"5","10 - Tout à fait satisfaisantes","6","10 - Rapide amélioration",NA,"10 - Rapide amélioration",NA,"5 - Stable",NA,"5 - Stable","10 - Rapide amélioration","7","5 - Neutre",NA,"4",NA,"5 - Neutre",NA,"5 - Neutre","5 - Neutre","5 - Neutre","1","1","Ne connais pas","Ne connais pas","Ne connais pas",NA,"1","Ne connais pas","Ne connais pas","Ne connais pas","Ne connais pas","1","Ne connais pas","Ne connais pas","Ne connais pas","5","10 - Tout à fait","9","9","8","8","5","8","5","0 - Pas du tout","0 - Pas du tout","5","0 - Pas du tout","8","8","8","5 - Neutre","8","8","8","Féminin","De 35 à 44 ans","De 10 à 19 ans","Personnel de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","Doctorant, post-doctorant, ATER, ATEN, vacataire ou assimilé","Sous contrat CDD","Aucune de ces responsabilités"
"5","4","4","3","6","7","3","3","7","4","4","4","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","5","5","3","7","7","4","4","4","4","4","4","4","5 - Stable","5 - Stable","5 - Stable","4","6",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","3","5","5","5","3","3","3","3","Ne connais pas","Ne connais pas","5","3","3","5","5","8","6","7","9","6","7","5","9","5","5","5","4","5 - Neutre","6","5 - Neutre","4","5 - Neutre","5 - Neutre","5 - Neutre",NA,NA,NA,NA,NA,NA,NA,NA
"0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","3","3","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","2","3","5 - Stable","5 - Stable","5 - Stable","5 - Stable","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","2","1","1","2","4","4","0 - Sans espoir","0 - Sans espoir","2","0 - Pas du tout","0 - Pas du tout","2","2","2","2","1","2","1","Ne connais pas","Ne connais pas","0 - Pas du tout","0 - Pas du tout","Ne connais pas","1","2","9","8","6","10 - Tout à fait","1","8","0 - Pas du tout","8","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","6","6","8","5 - Neutre","1","9","8","Féminin","De 25 à 34 ans","De 5 à 9 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","Doctorant, post-doctorant, ATER, ATEN, vacataire ou assimilé","Vacataire ou précaire","Aucune de ces responsabilités"
"5","0 - Pas du tout satisfaisantes","4","4","4","7","0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","1","5 - Stable","1","5 - Stable","1","4","4","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","7","0 - Sans espoir","5 - Neutre","0 - Sans espoir","5 - Neutre","7","0 - Sans espoir","0 - Sans espoir","2","0 - Pas du tout","0 - Pas du tout","Ne connais pas","0 - Pas du tout","Ne connais pas","0 - Pas du tout","1","1","0 - Pas du tout","Ne connais pas","Ne connais pas","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","10 - Totalement","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","7","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","2","5 - Neutre","8","4","0 - Pas du tout","8","8","Féminin","De 35 à 44 ans","De 5 à 9 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","Doctorant, post-doctorant, ATER, ATEN, vacataire ou assimilé","Vacataire ou précaire","Membre d'un conseil de composante ou laboratoire"
"5","7","8","2","7","7","7","6","6","5 - Stable","5 - Stable","5 - Stable","3","5 - Stable","5 - Stable","5 - Stable","5 - Stable","4","3","3","3","3","2","2","2","1","2","1","0 - Pas du tout","8","10 - Totalement","10 - Totalement","3","2","7","2","Ne connais pas","Ne connais pas","2","3","6","10 - Totalement","8","10 - Tout à fait","8","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","2","2",NA,NA,"7","9","9","1","10 - Totalement","10 - Totalement","5 - Neutre","Masculin","De 45 à 54 ans","De 20 à 29 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'une direction de composante ou laboratoire"
"8","6",NA,"6","7","7","4","4","6","7","5 - Stable",NA,"3","6","6","5 - Stable","5 - Stable","5 - Stable","7","4",NA,"5 - Neutre","6","6","7","5 - Neutre","7","8","8",NA,"8","8","8","8","8",NA,NA,NA,"6","3","7",NA,"10 - Totalement","5","7","7","7","10 - Tout à fait","10 - Tout à fait","6","7","4","4","4","4","8","10 - Totalement","10 - Totalement","7","5 - Neutre","5 - Neutre","8","Féminin","De 35 à 44 ans","De 10 à 19 ans","Personnel administratif","STEM - Science, Technologie, Ingénierie et Mathématiques","Doctorant, post-doctorant, ATER, ATEN, vacataire ou assimilé","Sous contrat CDD","Membre d'un conseil de composante ou laboratoire"
"6","7","7","4","1","7","8","7","4","5 - Stable","4","4","4","1","5 - Stable","5 - Stable","5 - Stable","5 - Stable","5 - Neutre","5 - Neutre","4","1","0 - Sans espoir","3","6","6","6","4","2",NA,NA,"2","2","10 - Totalement",NA,NA,NA,NA,"6","7","3","0 - Pas du tout","7","5","7","6","3","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","7","7","7","4","8","7","7","Masculin","De 25 à 34 ans","De 10 à 19 ans","Personnel d'enseignement et de recherche","DEG - Droit, Economie, Gestion","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'un conseil de composante ou laboratoire"
"7","7","7","7","8","8","6","6","6","5 - Stable","5 - Stable","5 - Stable","5 - Stable","5 - Stable","5 - Stable","5 - Stable","5 - Stable","5 - Stable","2","2","5 - Neutre","2","8","8","2","2","5 - Neutre","Ne connais pas","Ne connais pas","Ne connais pas","5",NA,NA,NA,"5","Ne connais pas","Ne connais pas","Ne connais pas","Ne connais pas",NA,"5","Ne connais pas","9","7","6","5","5","5","7","5","7",NA,NA,NA,NA,"8","8","8","4",NA,NA,"8","Féminin","De 35 à 44 ans","De 10 à 19 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","MCF, CR, PRAG, PRCE ou assimilé","Titulaire d'un poste de la fonction publique","Membre d'un conseil de composante ou laboratoire"
"7","4","6","7","8","8","7","3","7","5 - Stable","4","4","5 - Stable","6","6","6","4","7","5 - Neutre","4","4","4","6","6","5 - Neutre","4","6","3","4","Ne connais pas","Ne connais pas","Ne connais pas","Ne connais pas","4","5","Ne connais pas","Ne connais pas","Ne connais pas","7","6","3","10 - Totalement","9","10 - Tout à fait","7","8","9","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","7","2","3","8","5","7","6","7","6","3","5 - Neutre","8","Masculin","De 35 à 44 ans","De 10 à 19 ans","Personnel de recherche",NA,NA,"Sous contrat CDI","Aucune de ces responsabilités"
"3","3","3","0 - Pas du tout satisfaisantes","5",NA,"0 - Pas du tout satisfaisantes","0 - Pas du tout satisfaisantes","5","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","0 - Rapide dégradation","5 - Stable",NA,"0 - Rapide dégradation","0 - Rapide dégradation","3","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","5 - Neutre",NA,"0 - Sans espoir","0 - Sans espoir","0 - Sans espoir","0 - Pas du tout","0 - Pas du tout","3","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","3","3","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","7","7","7","10 - Tout à fait","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","0 - Pas du tout","5 - Neutre","5 - Neutre","10 - Totalement","0 - Pas du tout","10 - Totalement","10 - Totalement","5 - Neutre","Masculin","Au moins 65 ans","Au moins 40 ans","Personnel d'enseignement","STEM - Science, Technologie, Ingénierie et Mathématiques","PR, DR ou assimilé","Titulaire d'un poste de la fonction publique","Membre élu d'une instance nationale"
"8","7","8","6","6","10 - Tout à fait satisfaisantes","3","8","7","5 - Stable","5 - Stable","5 - Stable","5 - Stable","4","5 - Stable","4","7","5 - Stable",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","5","7","3","4","7","2","8","6","5 - Stable","5 - Stable","5 - Stable","5 - Stable","4","5 - Stable","2","10 - Rapide amélioration","5 - Stable","5 - Neutre","5 - Neutre","5 - Neutre","3","5 - Neutre","5 - Neutre","2","10 - Serein","10 - Serein","2","3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","10 - Tout à fait","10 - Tout à fait","5","10 - Tout à fait","10 - Tout à fait","10 - Tout à fait","5","10 - Tout à fait","6","6",NA,"8","8","5 - Neutre","7","3","3","3","7","Féminin","De 25 à 34 ans","Moins de 5 ans","Personnel d'enseignement et de recherche","LLA-SHS - Lettres, Langues, Arts et Sciences Humaines et Sociales","Doctorant, post-doctorant, ATER, ATEN, vacataire ou assimilé","Vacataire ou précaire","Membre d'un conseil de composante ou laboratoire"
